1676,Parallel Problem Solving from Nature,PPSN,ICORE2026,A,Yes,4611,,
1408,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,ICORE2026,A,Yes,4604,,
690,IEEE International Requirements Engineering Conference,RE,ICORE2026,A,Yes,4612,,
28,ACM International Conference on Recommender Systems,RecSys,ICORE2026,A,Yes,4605,,
725,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,ICORE2026,A,Yes,4606,,
2280,"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,ICORE2026,A,Yes,4612,,
1250,International Conference on Theory and Applications of Satisfiability Testing,SAT,ICORE2026,A,Yes,4602,4613,
77,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,ICORE2026,A,No,CSE,4606,
1727,SIAM International Conference on Data Mining,SDM,ICORE2026,A,Yes,4605,,
2281,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,ICORE2026,A,Yes,4612,,
55,ACM Special Interest Group on Computer Science Education Conference,SIGCSE,ICORE2026,A,Yes,4608,,
22,ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,ICORE2026,A,Yes,4601,4611,4605
1818,Tools and Algorithms for Construction and Analysis of Systems,TACAS,ICORE2026,A,Yes,4612,,
346,Conference in Uncertainty in Artificial Intelligence,UAI,ICORE2026,A,Yes,4602,,
1838,Usenix Annual Technical Conference,USENIX,ICORE2026,A,No,4606,,
763,IEEE Workshop on Applications of Computer Vision,WACV,ICORE2026,A,Yes,4603,,
31,ACM International Conference on Web Search and Data Mining,WSDM,ICORE2026,A,Yes,4605,4611,
664,IEEE International Conference on Multimedia and Expo,ICME,ICORE2026,A,Yes,4603,,
1181,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,ICORE2026,A,Yes,4612,,
30,ACM International Conference on Supercomputing,ICS,ICORE2026,A,Yes,CSE,4606,
791,International Conference on Software Architecture (was previously WICSA),ICSA,ICORE2026,A,Yes,4612,,
676,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,ICORE2026,A,Yes,4612,,
1204,International Conference on Service Oriented Computing,ICSOC,ICORE2026,A,Yes,4606,,
1221,"International Conference on Software Testing, Verification and Validation",ICST,ICORE2026,A,Yes,4612,,
2169,International Conference on Web and Social Media,ICWSM,ICORE2026,A,Yes,4601,4605,
1314,International Joint Conference on Automated Reasoning,IJCAR,ICORE2026,A,Yes,4602,4612,4613
1551,Internet Measurement Conference,IMC,ICORE2026,A,No,4606,,
494,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,ICORE2026,A,No,4602,,
688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,ICORE2026,A,Yes,4606,CSE,
792,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,ICORE2026,A,Yes,4602,CSE,
1411,International Symposium on Software Reliability Engineering,ISSRE,ICORE2026,A,Yes,4612,,
1412,International Symposium on Software Testing and Analysis,ISSTA,ICORE2026,A,Yes,4612,,
1338,International Semantic Web Conference,ISWC,ICORE2026,A,Yes,4605,,
1101,International Conference on Intelligent User Interfaces,IUI,ICORE2026,A,Yes,4608,,
2268,International Conference on Learning Analytics and Knowledge,LAK,ICORE2026,A,Yes,4608,4601,
1607,Medical Image Computing and Computer-Assisted Intervention,MICCAI,ICORE2026,A,Yes,4601,4603,
79,ACM/IFIP/USENIX International Middleware Conference,Middleware,ICORE2026,A,Yes,4606,,
45,"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,ICORE2026,A,Yes,4606,,
1244,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",MODELS,ICORE2026,A,Yes,4612,,
711,IEEE International Working Conference on Mining Software Repositories,MSR,ICORE2026,A,Yes,4612,4605,
76,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,ICORE2026,A,Yes,4606,,
1648,North American Association for Computational Linguistics,NAACL,ICORE2026,A,Yes,4602,,
18,ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,ICORE2026,A,Yes,4612,,
1442,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,ICORE2026,A,Yes,4604,,
602,IEEE Conference on Computational Complexity,CCC,ICORE2026,A,Yes,4613,,
599,IEEE Computer Security Foundations Symposium (was CSFW),CSF,ICORE2026,A,Yes,4604,,
2331,IEEE/ACM International Symposium on Low Power Electronics and Design,ISLPED,ICORE2026,A,Yes,CSE,4601,
922,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",AAMAS,ICORE2026,A,Yes,4602,,
678,IEEE International Conference on Web Services,ICWS,ICORE2026,A,Yes,4606,,
847,Intelligent Systems in Molecular Biology,ISMB,ICORE2026,A,Yes,4601,,
2336,ACM Multimedia Systems Conference,MMSys,ICORE2026,A,Yes,4606,4603,4607
787,IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,ICORE2026,A,Yes,4606,CSE,
421,"Design, Automation and Test in Europe Conference",DATE,ICORE2026,A,Yes,CSE,4612,
1701,Real Time Systems Symposium,RTSS,ICORE2026,A,Yes,4606,,
710,IEEE International Test Conference,ITC,ICORE2026,A,Yes,CSE,,
783,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,ICORE2026,A,Yes,CSE,4606,
511,European Symposium on Algorithms,ESA,ICORE2026,A,Yes,4613,,
1426,International Symposium on Theoretical Aspects of Computer Science,STACS,ICORE2026,A,Yes,4613,,
572,Graph Drawing,GD,ICORE2026,A,Yes,4613,,
1451,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,ICORE2026,A,Yes,4613,,
1259,"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",UMAP,ICORE2026,A,Yes,4608,,
2319,ACM Int'l Symposium on Field Programmable Gate Arrays,FPGA,ICORE2026,A,Yes,CSE,,
759,IEEE Visualization,IEEE VIS,ICORE2026,A,Yes,4608,,
525,Eurosys Conference,EuroSys,ICORE2026,A,Yes,4606,,
2167,Symposium On Usable Privacy and Security,SOUPS,ICORE2026,A,Yes,4608,4604,
1870,Workshop on Algorithm Engineering and Experiments,ALENEX,ICORE2026,A,Yes,4613,,
2176,Innovations in Theoretical Computer Science,ITCS,ICORE2026,A,Yes,4613,,
117,Annual Computer Security Applications Conference,ACSAC,ICORE2026,A,Yes,4604,,
1961,International Conference on Artificial Intelligence in Education,AIED,ICORE2026,A,Yes,4601,4608,
913,International Conference on Artificial Intelligence and Statistics,AISTATS,ICORE2026,A,Yes,4611,4602,
61,"Asia Conference on Information, Computer and Communications Security",AsiaCCS,ICORE2026,A,Yes,4604,,
1243,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,ICORE2026,A,Yes,4604,,
2258,International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,ICORE2026,A,Yes,4608,,
296,British Machine Vision Conference,BMVC,ICORE2026,A,Yes,4603,,
878,International Conference in Business Process Management,BPM,ICORE2026,A,No,4612,,
918,International Conference on Automated Deduction,CADE,ICORE2026,A,Yes,4602,,
891,International Conference on Advanced Information Systems Engineering,CaiSE,ICORE2026,A,Yes,4605,,
1362,International Symposium on Code Generation and Optimization,CGO,ICORE2026,A,No,4612,,
1894,Workshop on Cryptographic Hardware and Embedded Systems,CHES,ICORE2026,A,Yes,4604,,
369,Conference on Innovative Data Systems Research,CIDR,ICORE2026,A,No,4605,,
25,ACM International Conference on Information and Knowledge Management,CIKM,ICORE2026,A,Yes,4605,4602,
24,ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,ICORE2026,A,No,4606,,
1175,International Conference on Principles and Practice of Constraint Programming,CP,ICORE2026,A,Yes,4602,,
13,ACM Conference on Computer Supported Cooperative Work,CSCW,ICORE2026,A,No,4608,,
422,Designing Interactive Systems,DIS,ICORE2026,A,Yes,4608,,
1374,International Symposium on Distributed Computing (was WDAG),DISC,ICORE2026,A,Yes,4606,,
468,European Association for Computational Linguistics,EACL,ICORE2026,A,Yes,4602,,
1022,International Conference on Evaluation and Assessment in Software Engineering,EASE,ICORE2026,A,Yes,4612,,
473,European Conference on Artificial Intelligence,ECAI,ICORE2026,A,Yes,4602,4603,4611
483,European Conference on Information Retrieval,ECIR,ICORE2026,A,Yes,4605,,
491,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,ICORE2026,A,Yes,4611,4605,
488,European Conference on Object-Oriented Programming,ECOOP,ICORE2026,A,Yes,4612,,
971,International Conference on Conceptual Modelling,ER,ICORE2026,A,Yes,4605,,
1376,International Symposium on Empirical Software Engineering and Measurement,ESEM,ICORE2026,A,Yes,4612,,
514,European Symposium on Programming,ESOP,ICORE2026,A,Yes,4612,,
515,European Symposium On Research In Computer Security,ESORICS,ICORE2026,A,Yes,4604,,
2185,IEEE European Symposium on Security and Privacy,EuroS&P,ICORE2026,A,Yes,4604,,
1839,Conference on File and Storage Technologies,FAST,ICORE2026,A,No,4605,,
533,Financial Cryptography and Data Security Conference,FC,ICORE2026,A,Yes,4604,,
546,Foundations of Genetic Algorithms,FOGA,ICORE2026,A,Yes,4602,,
556,Genetic and Evolutionary Computations,GECCO,ICORE2026,A,Yes,4602,,
1845,USENIX Workshop on Hot Topics in Operating Systems,HotOS,ICORE2026,A,Yes,4606,,
33,ACM International Symposium on High Performance Distributed Computing,HPDC,ICORE2026,A,No,4606,CSE,
2047,IEEE International Conference on Document Analysis and Recognition,ICDAR,ICORE2026,A,Yes,4605,,
1002,International Conference on Distributed Computing Systems,ICDCS,ICORE2026,A,Yes,4606,,
989,International Conference on Database Theory,ICDT,ICORE2026,A,Yes,4605,,
872,International Computing Education Research Workshop,ICER,ICORE2026,A,Yes,4608,,
1037,International Conference on Functional Programming,ICFP,ICORE2026,A,Yes,4612,,
1144,International Conference on Multimodal Interaction (was International Conference on Multimodal Interfaces),ICMI,ICORE2026,B,Yes,4608,,
44,International Conference on Multimedia Retrieval (previously MIR),ICMR,ICORE2026,B,Yes,4603,4605,
1147,International Conference on Network Protocols,ICNP,ICORE2026,B,Yes,4606,,
1152,International Conference on Neural Information Processing,ICONIP,ICORE2026,B,Yes,4611,,
1164,International Conference on Parallel and Distributed Systems,ICPADS,ICORE2026,B,No,4606,,
2278,ACM/SPEC International Conference on Performance Engineering,ICPE,ICORE2026,B,Yes,4612,4606,
2307,International Conference on Process Mining,ICPM,ICORE2026,B,Yes,4605,4602,
1167,International Conference on Parallel Processing,ICPP,ICORE2026,B,Yes,4606,,
1169,International Conference on Pattern Recognition,ICPR,ICORE2026,B,No,4603,,
1220,International Conference on Software Reuse,ICSR,ICORE2026,B,Yes,4612,,
1217,International Conference on Software and System Processes (was ICSP prior to 2011),ICSSP,ICORE2026,B,Yes,4612,,
1251,International Conference on Tools with Artificial Intelligence,ICTAI,ICORE2026,B,Yes,4602,,
1269,International Conference on Web Engineering,ICWE,ICORE2026,B,Yes,4605,,
845,Intelligent Data Analysis,IDA,ICORE2026,B,Yes,4605,4611,
851,Interaction Design and Children (ACM),IDC,ICORE2026,B,Yes,4608,,
2179,The International Conference on Intelligent Environments,IE,ICORE2026,B,Yes,4602,,
616,IEEE Consumer Communications and Networking Conference,IEEE CCNC,ICORE2026,B,No,4606,,
674,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,ICORE2026,B,Yes,4606,,
2062,Intelligent Vehicles Conference,IEEE-IV,ICORE2026,B,Yes,4602,,
804,IFIP Information Security & Privacy Conference,IFIP SEC,ICORE2026,B,Yes,4604,,
842,Integrated Formal Methods,IFM,ICORE2026,B,Yes,4612,4613,
2305,International Joint Conference on Biometrics,IJCB,ICORE2026,B,Yes,4603,4604,4608
1317,International Joint Conference on Natural Language Processing,IJCNLP,ICORE2026,B,No,4602,,
685,IEEE International Joint Conference on Neural Networks,IJCNN,ICORE2026,B,Yes,4611,,
819,Inductive Logic Programming,ILP,ICORE2026,B,No,4613,,
812,IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,ICORE2026,B,Yes,4606,,
1327,International Natural Language Generation Conference,INLG,ICORE2026,B,Yes,4602,,
807,IFIP TC13 Conference on Human-Computer Interaction,Interact,ICORE2026,B,Yes,4608,,
1510,International Symposium on Parameterized and Exact Computation (was IWPEC pre 2004),IPEC,ICORE2026,B,No,4613,,
699,IEEE International Symposium on Information Theory,ISIT,ICORE2026,B,Yes,46,,
1100,International Conference on Intelligent Tutoring Systems,ITS,ICORE2026,B,Yes,4601,4608,
830,Information Theory Workshop,ITW,ICORE2026,B,Yes,4613,,
849,Intelligent Virtual Agents,IVA,ICORE2026,B,Yes,4602,4608,
34,ACM International Wireless Communications and Mobile Computing Conference,IWCMC,ICORE2026,B,Yes,4606,,
717,IEEE International Workshop on Quality of Service,IWQoS,ICORE2026,B,No,4606,,
1582,Knowledge capture,K-CAP,ICORE2026,B,Yes,4605,4602,
1113,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,ICORE2026,B,No,4602,,
1395,International Symposium on Latin American Theoretical Informatics,LATIN,ICORE2026,B,Yes,4613,,
607,IEEE Conference on Local Computer Networks,LCN,ICORE2026,B,Yes,4606,,
49,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",LCTES,ICORE2026,B,Yes,4606,,
1596,Logic Programming and Automated Reasoning,LPAR,ICORE2026,B,Yes,4613,4602,
1120,International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,ICORE2026,B,Yes,4602,4613,
2092,Language Resources and Evaluation Conference,LREC,ICORE2026,B,Yes,4602,,
1771,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,ICORE2026,B,Yes,4606,,
663,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,ICORE2026,B,No,4606,,
1140,International Conference on Modelling Decisions for Artificial Intelligence,MDAI,ICORE2026,B,No,4602,,
1133,International Conference on Mobile Data Management,MDM,ICORE2026,B,Yes,4605,4606,
2293,International Conference on Mathematical Foundations of Programming Semantics,MFPS,ICORE2026,B,Yes,4613,,
1143,International Conference on Multimedia Modelling,MMM,ICORE2026,B,Yes,4603,,
1054,International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,ICORE2026,B,Yes,4608,,
1605,Mathematics of Program Construction,MPC,ICORE2026,B,Yes,4613,,
1615,Mobile and Ubiquitous Multimedia (ACM),MUM,ICORE2026,B,Yes,4608,,
702,IEEE International Symposium on Network Computing and Applications,NCA,ICORE2026,B,Yes,4606,,
2245,International Conference on Network Softwarization,NetSoft,ICORE2026,B,Yes,4606,4612,
806,IFIP International Conference on Networking,Networking,ICORE2026,B,Yes,4606,,
723,IEEE Network Operations and Management Symposium,NOMS,ICORE2026,B,Yes,4606,,
1638,Network and Operating System Support for Digital Audio and Video,NOSSDAV,ICORE2026,B,Yes,4606,,
1146,International Conference on network and System Security,NSS,ICORE2026,B,Yes,4604,,
1177,International Conference on Principles of Distributed Systems,OPODIS,ICORE2026,B,No,4606,,
1165,International Conference on Parallel Architecture and Compilation Techniques,PACT,ICORE2026,B,Yes,4606,,
78,ACM SIGSIM Conference on Principles of Advanced Discrete Simulation (was Parallel and Distributed Simulation),PADS,ICORE2026,B,Yes,4606,,
1667,Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,ICORE2026,B,Yes,4605,,
1678,Passive and Active Measurement Conference,PAM,ICORE2026,B,No,4606,,
1237,International Conference on the Application and Theory of Petri Nets and Concurrency,Petri Nets,ICORE2026,B,No,4606,,
706,IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,ICORE2026,B,No,4606,,
631,IEEE International Conference on Cloud Computing,CLOUD,ICORE2026,B,Yes,4606,,
813,International Conference on Network and Service Management (amalgamation of DSOM and related workshops from 2010),CNSM,ICORE2026,B,Yes,4606,,
120,Annual Meeting of the Cognitive Science Society,CogSci,ICORE2026,B,Yes,4602,,
949,International Conference on Computational Linguistics,COLING,ICORE2026,B,Yes,4602,,
871,International Computer Software and Applications Conference,COMPSAC,ICORE2026,B,Yes,4601,,
371,Conference on Computational Natural Language Learning,CoNLL,ICORE2026,B,Yes,4602,4611,
979,International Conference on Cooperative Information Systems,CoopIS,ICORE2026,B,Yes,4608,,
1090,International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems,CPAIOR,ICORE2026,B,Yes,4602,,
321,Combinatorial Pattern Matching,CPM,ICORE2026,B,Yes,4603,,
2261,International Conference on Computer Supported Education,CSEDU,ICORE2026,B,Yes,4608,4601,
1995,Annual Conference on Computer Science Logic,CSL,ICORE2026,B,Yes,4613,,
1710,Cryptographers Track at RSA Conference,CT-RSA,ICORE2026,B,Yes,4604,,
1998,International Workshop on Document Analysis Systems,DAS,ICORE2026,B,Yes,4605,,
410,Data Warehousing and Knowledge Discovery,DaWaK,ICORE2026,B,Yes,4605,4611,
2067,IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),DBSEC,ICORE2026,B,Yes,4604,,
408,Data Compression Conference,DCC,ICORE2026,B,Yes,4605,,
644,IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,ICORE2026,B,No,4606,,
1324,DNA Computing and Molecular Programming,DNA,ICORE2026,B,No,4601,,
2003,ACM Symposium on Document Engineering,DocEng,ICORE2026,B,Yes,4605,,
2191,Discovery Science,DS,ICORE2026,B,Yes,4611,4602,4601
2237,IEEE International Conference on Data Science and Advanced Analytics,DSAA,ICORE2026,B,Yes,4605,4611,
648,IEEE International Conference on e-Science and Grid Computing,e-Science,ICORE2026,B,Yes,4606,4601,4612
2262,European Conference on Technology Enhanced Learning,EC-TEL,ICORE2026,B,Yes,4601,4608,
2287,European Conference on Modelling Foundations and Applications,ECMFA,ICORE2026,B,Yes,4612,,
478,European Conference on Computer Supported Cooperative Work,ECSCW,ICORE2026,B,No,4608,,
446,Educational Data Mining,EDM,ICORE2026,B,No,4601,,
682,IEEE International Enterprise Distributed Object Computing Conference,EDOC,ICORE2026,B,Yes,4606,,
1110,International Conference on Knowledge Engineering and Knowledge Management,EKAW,ICORE2026,B,Yes,4605,,
2159,"EMAS (merger of DALT, AOSE and PROMAS)",EMAS,ICORE2026,B,Yes,4602,,
1023,International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,ICORE2026,B,Yes,4612,,
512,European Symposium on Artificial Neural Networks,ESANN,ICORE2026,B,No,4611,,
2263,Eye Tracking Research and Applications,ETRA,ICORE2026,B,Yes,4608,4607,4603
481,European Conference on Genetic Programming,EUROGP,ICORE2026,B,Yes,4602,,
2022,International European Conference on Parallel and Distributed Computing (was International Conference on Parallel Processing),EuroPar,ICORE2026,B,Yes,4606,,
510,European SPI,EuroSPI,ICORE2026,B,Yes,4612,,
462,Eurographics/IEEE Symposium on Visualization,EuroVis,ICORE2026,B,Yes,4607,4608,
2218,International Conference on Applications of Evolutionary Computation,EvoApplications,ICORE2026,B,Yes,4602,4611,4601
2195,European Conference on Evolutionary Computation in Combinatorial Optimisation,EvoCOP,ICORE2026,B,Yes,4602,,
497,International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),EWSN,ICORE2026,B,Yes,4606,,
554,Fundamental Approaches to Software Engineering,FASE,ICORE2026,B,Yes,4612,,
1383,International Symposium on Fundamentals of Computation Theory,FCT,ICORE2026,B,Yes,4613,,
629,IEEE International Conference on Automatic Face and Gesture Recognition,FG,ICORE2026,B,Yes,4603,,
2196,Formal Methods in Computer-Aided Design,FMCAD,ICORE2026,B,Yes,4612,,
2290,International Conference on Formal Structures for Computation and Deduction,FSCD,ICORE2026,B,Yes,4613,,
649,IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,ICORE2026,B,Yes,4602,,
573,Graphics Interface,GI,ICORE2026,B,No,4607,4608,
2030,IEEE Global Telecommunications Conference ,GLOBECOM,ICORE2026,B,No,4606,,
1039,International Conference on Generative Programming and Component Engineering,GPCE,ICORE2026,B,No,4612,,
57,ACM Special Interest Group on Supporting Group Work (was SIGGRoup),Group,ICORE2026,B,No,4608,,
2215,Human-Agent Interaction,HAI,ICORE2026,B,Yes,4608,,
85,ACM-SIGRAPH Interactive 3D Graphics and Games,I3DG,ICORE2026,B,Yes,4607,4608,
902,International Conference on Agents and Artificial Intelligence,ICAART,ICORE2026,B,Yes,4602,,
628,IEEE International Conference on Advanced Learning Technologies,ICALT,ICORE2026,B,Yes,4601,4608,
942,International Conference on Computational Collective Intelligence,ICCCI,ICORE2026,B,Yes,4602,4606,
2038,International Conference on Computer Communication and Networks,ICCCN,ICORE2026,B,Yes,4606,,
646,IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,ICORE2026,B,Yes,4612,4606,
1035,International Conference on Frontiers of Handwriting Recognition,ICFHR,ICORE2026,B,No,4603,,
1042,International Conference on Graph Transformations,ICGT,ICORE2026,B,Yes,4613,4605,
654,IEEE International Conference on Image Processing,ICIP,ICORE2026,B,Yes,4603,,
2165,European Conference on Software Architecture,ECSA,ICORE2026,B,Yes,4612,,
1349,International Symposium on Algorithms and Computation,ISAAC,ICORE2026,B,Yes,4613,,
1119,International Conference on Logic Programming,ICLP,ICORE2026,B,Yes,4613,4612,
528,Extending Database Technology,EDBT,ICORE2026,B,Yes,4605,,
2330,Advances in Financial Technologies,AFT,ICORE2026,B,Yes,4606,4604,
463,Euromicro Conference on Real-Time Systems,ECRTS,ICORE2026,B,Yes,4606,,
2021,Extended Semantic Web Conference (was European Semantic Web Conference),ESWC,ICORE2026,B,Yes,4605,,
2332,International Conference on Cloud Engineering,IC2E,ICORE2026,B,Yes,4606,,
1484,International Workshop on Graph-Theoretic Concepts in Computer Science,WG,ICORE2026,B,Yes,4613,,
1398,International Symposium on Mathematical Foundations of Computer Science,MFCS,ICORE2026,B,Yes,4613,,
2335,ACM SIGIR Conference on Human Information Interaction And Retrieval,CHIIR,ICORE2026,B,Yes,4605,4608,
547,Foundations of Software Science and Computational Structures,FOSSACS,ICORE2026,B,Yes,4613,4612,
2337,International Conference on AI Engineering – Software Engineering for AI,CAIN,ICORE2026,B,Yes,4612,4602,
705,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,ICORE2026,B,Yes,4612,,
2316,IEEE European Test Symposium,ETS,ICORE2026,B,Yes,CSE,,
540,International Symposium on Formal Methods (was Formal Methods Europe FME),FM,ICORE2026,B,Yes,4612,4613,
